tlx_group	rdc_significant_maxscore	rdc_significant_length	rdc_chrom	rdc_extended_start	rdc_extended_end	rdc_start	rdc_end	rdc_significant_orientation	rdc_significant_orientation_count	rdc_subset	rdc_gene	rdc_gene_strand	rdc_gene_overlap	rdc_name	rdc_length	rdc_extended_length	rdc_bootstrap_pvalue	rdc_bootstrap_fc	rdc_is_significant	rdc_group	rdc_peak_shape	rdc_is_biphasic	rdc_DRIP_peaks	rdc_forks	rdc_sizesize
DMSO-Inter	8.91446835141075	70235	chr18	37670614	37910614	37697793	37866590	telomeric	1+0-1*	Wei	Gm37013	+	171259	RDC-chr18-37.8	168797	240000	1.7946336567818558e-7	3.9396737457679283	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	8.974405472207774	125496	chr11	108839927	109158815	108882844	109037015	bidirectional	1+1-1*	DKFZ	Cep112	+	20688	RDC-chr11-109.0	154171	318888	1.0442448571706643e-12	3.5014418549674478	TRUE	2	Largely overlap	FALSE	8	NA	NA
DMSO-Inter	9.026889813409406	19410	chr7	79437532	79585984	79482778	79552268	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr7-79.5	69490	148452	1.8855637506640388e-7	4.592211609110948	FALSE	3	Twin	FALSE	6	unclear	316451
DMSO-Inter	9.053401162180773	269462	chr10	49208847	49693908	49242035	49598586	bidirectional	1+1-1*	Wei	Grik2	-	485061	RDC-chr10-49.4	356551	485061	1.307055509662293e-16	3.596559812353401	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Inter	9.107241981612356	769176	chr5	141208954	142306516	141341711	142182034	bidirectional	1+1-2*	Wei	Sdk1	+	974089	RDC-chr5-141.8	840323	1097562	1.3456600333676715e-47	4.742632084596305	TRUE	1	Multiple	TRUE	0	NA	NA
DMSO-Inter	9.27516835273137	231626	chr6	93631038	94154728	93669396	94126192	bidirectional	1+1-2*	Wei	Magi1	-	479275	RDC-chr6-93.9	456796	523690	6.65083178427418e-20	4.057037169619951	TRUE	1	Single	FALSE	1	NA	661752
DMSO-Inter	9.510077618666443	27832	chr13	83687106	83817283	83710572	83788440	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr13-83.7	77868	130177	2.493951015961479e-5	3.335765662462212	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	9.565927925463336	80529	chr3	159802077	159962077	159821893	159952644	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr3-159.9	130751	160000	9.204130819736223e-15	4.503609510563614	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	10.033700135758783	111957	chr8	110662559	110872559	110673585	110847223	bidirectional	1+1-1*	Wei	Vac14	+	57839	RDC-chr8-110.8	173638	210000	1.6019591598174209e-12	4.496812386156648	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	10.058787884714741	351062	chr6	77138650	77692250	77190339	77664018	bidirectional	1+1-1*	DKFZ	Ctnna2	-	553600	RDC-chr6-77.4	473679	553600	1.1223602137351376e-12	3.7434489643124533	TRUE	1	Twin	FALSE	0	NA	1180000
DMSO-Inter	10.105548776533917	126534	chr5	124854018	125292453	124970232	125198158	bidirectional	2+1-1*	Wei	Ncor2	-	162066	RDC-chr5-125.1	227926	438435	7.535817160602066e-14	3.8111019055509527	TRUE	2	Twin; Largely overlap	FALSE	7	NA	NA
DMSO-Inter	10.119261229612011	59400	chr12	111556643	111725496	111573512	111696512	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr12-111.6	123000	168853	2.273152620457938e-8	6.24940670189539	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	10.20314424737815	966666	chr8	118247894	119358578	118266432	119328863	bidirectional	1+1-1*	Wei	Cdh13	+	1077035	RDC-chr8-118.8	1062431	1110684	1.1400445916998453e-59	4.976892996800569	TRUE	1	Multiple	TRUE	2	NA	593995
DMSO-Inter	10.228539170905421	1976547	chr16	39972179	42209970	40012200	42184538	bidirectional	1+2-2*	Wei	Lsamp	+	648900	RDC-chr16-41.1	2172338	2237791	1.1257475170356066e-144	5.9991813744356675	TRUE	1	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	10.473874269717141	119077	chrX	166135336	166531336	166262462	166419349	bidirectional	1+1-1*	Wei+DKFZ	Gpm6b	+	150090	RDC-chrX-166.3	156887	396000	7.090904963074016e-13	4.437307188437646	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	10.56689047656914	972949	chr5	131391500	132554525	131412051	132522024	bidirectional	2+1-1*	DKFZ	Auts2	-	1104661	RDC-chr5-132.0	1109973	1163025	9.733924053113385e-60	5.1262522073152565	TRUE	1	Multiple	TRUE	3	NA	726884
DMSO-Inter	10.609214623923645	999518	chr5	131165811	132564534	131221484	132529949	bidirectional	2+2-3*	Wei	Auts2	-	1104661	RDC-chr5-131.9	1308465	1398723	5.7959835788756274e-49	4.398136028064297	TRUE	1	Multiple	TRUE	3	NA	726884
DMSO-Inter	10.829570928187621	1024150	chr5	131392000	132574060	131416051	132529138	bidirectional	1+1-1*	Wei+DKFZ	Auts2	-	1104661	RDC-chr5-132.0	1113087	1182060	1.0496583461011308e-69	4.962584478449775	TRUE	1	Multiple	TRUE	3	NA	726884
DMSO-Inter	11.454829803991764	278160	chr10	39331732	39929459	39393676	39900185	bidirectional	1+2-2*	Wei	Fyn	+	195612	RDC-chr10-39.6	506509	597727	3.2071505077600805e-23	4.070237691444674	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	11.74608004238379	374115	chr4	97522140	98152884	97558498	98133178	bidirectional	1+1-1*	Wei	Nfia	+	537160	RDC-chr4-97.8	574680	630744	9.276294269525005e-22	4.545566837125423	TRUE	1	Single	FALSE	2	NA	NA
DMSO-Inter	11.770211418507492	98999	chr3	109301204	109513204	109323187	109473073	centromeric	0+1-1*	Wei	Vav3	+	172946	RDC-chr3-109.4	149886	212000	3.0467797640647953e-11	4.4961650357048395	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	12.116088284155937	11549	chr2	181851157	181989157	181892673	181954305	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr2-181.9	61632	138000	5.157487355605503e-14	6.70933113129645	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	12.176991270570053	663887	chr1	61627604	62519543	61640481	62476345	bidirectional	1+1-1*	Wei	Pard3b	+	880876	RDC-chr1-62.1	835864	891939	9.178714005346282e-37	4.218530284880996	TRUE	2	Twin	FALSE	0	NA	NA
DMSO-Inter	12.376887287819761	88160	chrX	166248200	166432200	166272416	166410642	telomeric	1+0-1*	Wei	Gpm6b	+	140833	RDC-chrX-166.3	138226	184000	3.872734466598828e-12	7.041044135325433	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	12.63141186575873	144716	chr18	69404490	69739532	69518115	69712057	bidirectional	1+1-1*	Wei+DKFZ	Tcf4	+	283477	RDC-chr18-69.6	193942	335042	2.934098852571349e-20	4.2282690559565985	TRUE	1	Twin	FALSE	3	NA	NA
DMSO-Inter	12.699575812878681	37417	chr18	38524553	38662553	38547169	38637285	bidirectional	1+1-1*	Wei+DKFZ	Arhgap26	+	44907	RDC-chr18-38.6	90116	138000	2.2531768103617624e-11	4.5509363551550726	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	12.954342957613042	121221	chr2	124487371	124724303	124515003	124686428	bidirectional	1+1-1*	Wei+DKFZ	Sema6d	+	180418	RDC-chr2-124.6	171425	236932	2.3830606332798484e-13	3.995812527859609	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	13.024589268118108	159370	chr3	86663451	86955451	86739733	86934649	telomeric	1+0-1*	Wei	Lrba	+	119243	RDC-chr3-86.8	194916	292000	8.857219439257332e-21	5.518221056657378	TRUE	2	Single	FALSE	2	NA	NA
DMSO-Inter	13.211646532777195	140849	chr19	5605802	5933802	5726041	5897341	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr19-5.8	171300	328000	5.5310881862915194e-17	3.9304507445140096	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	13.25742382273899	188506	chr1	158218817	158717985	158247756	158696797	bidirectional	1+1-1*	Wei	Astn1	+	329685	RDC-chr1-158.5	449041	499168	2.745812116177791e-12	3.1213544786707446	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	13.605404603850905	724131	chr15	30122467	31068673	30146754	31048851	bidirectional	1+1-1*	Wei	Ctnnd2	+	856751	RDC-chr15-30.6	902097	946206	8.076898568510185e-33	4.250827754724347	TRUE	2	Multiple	FALSE	0	NA	NA
DMSO-Inter	14.073997825775962	128545	chr17	10137850	10417850	10163486	10346460	bidirectional	1+1-1*	Wei+DKFZ	Pacrg	-	14841	RDC-chr17-10.3	182974	280000	2.6656068663828748e-24	6.0238385157426935	TRUE	2	Single	FALSE	7	NA	NA
DMSO-Inter	14.17151032751684	201190	chr13	23363755	23824155	23385694	23792833	bidirectional	1+2-2*	Wei	NA	NA	NA	RDC-chr13-23.6	407139	460400	4.715592066807515e-12	3.1923636133763194	TRUE	3	Largely overlap	FALSE	0	NA	NA
DMSO-Inter	15.19481389211924	120478	chr2	124482157	124718920	124514571	124685225	bidirectional	1+1-1*	Wei	Sema6d	+	185632	RDC-chr2-124.6	170654	236763	6.335851685427234e-12	8.207359902275158	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	16.05719411352618	571704	chr7	115354333	116169170	115417977	116042244	bidirectional	1+1-1*	Wei	Sox6	-	570266	RDC-chr7-115.7	624267	814837	1.0343620728054173e-55	6.8670777176395985	TRUE	1	Single	FALSE	2	NA	NA
DMSO-Inter	16.44102262738211	719867	chr12	53223408	54109012	53240810	54086980	bidirectional	1+1-2*	Wei+DKFZ	Npas3	+	824172	RDC-chr12-53.7	846170	885604	2.69686769469509e-66	5.974404096865029	TRUE	1	Twin	TRUE	0	NA	438000
DMSO-Inter	16.74395474797794	99455	chr3	159797528	159962043	159811039	159960690	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr3-159.9	149651	164515	3.114283074440095e-21	6.47887323943662	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	18.389809256213486	151355	chr18	69438763	69741186	69514783	69716350	bidirectional	1+1-1*	Wei	Tcf4	+	249204	RDC-chr18-69.6	201567	302423	1.5062154248934995e-22	6.7140264815123745	TRUE	1	Twin	FALSE	3	NA	NA
DMSO-Inter	19.97622691010835	912109	chrX	168618692	170051140	168648953	170030517	bidirectional	3+2-2*	Wei+DKFZ	Arhgap6	+	509346	RDC-chrX-169.3	1381564	1432448	1.2270272180736965e-52	5.333741507812224	TRUE	1	Single	FALSE	6	NA	NA
DMSO-Inter	21.093528081394336	142027	chr17	10122914	10368390	10146198	10338556	bidirectional	1+1-1*	Wei	Qk	-	112890	RDC-chr17-10.2	192358	245476	2.1002443641984775e-33	13.271674118465917	TRUE	2	Single	FALSE	7	NA	NA
DMSO-Inter	21.446569165785625	759020	chr12	53219408	54111012	53239195	54090810	bidirectional	1+2-1*	Wei	Npas3	+	824172	RDC-chr12-53.7	851615	891604	1.3657917177465705e-97	10.862227216629329	TRUE	1	Twin	TRUE	0	NA	438000
DMSO-Inter	21.470074595131894	36849	chr18	38523477	38753477	38555272	38642227	bidirectional	1+1-1*	Wei	Arhgap26	+	135831	RDC-chr18-38.6	86955	230000	3.3180643840400448e-15	5.445957210336204	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	22.158397491020768	108952	chr7	79385400	79612212	79424078	79583789	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr7-79.5	159711	226812	1.1046512440753362e-13	6.252123683316344	TRUE	3	Twin	FALSE	6	unclear	316451
DMSO-Inter	22.969012271375433	13671	chr2	181858530	182009715	181892408	181956230	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr2-181.9	63822	151185	2.804020075964329e-23	6.797618489522292	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	22.98653444153145	117075	chr19	5715676	5943676	5726041	5896049	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr19-5.8	170008	228000	2.6745749443545826e-26	7.198173153296268	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Inter	26.209353568991403	810300	chrX	168682129	170055140	168713000	170031706	bidirectional	3+2-2*	DKFZ	Arhgap6	+	509346	RDC-chrX-169.4	1318706	1373011	1.0643082380294952e-59	7.739094416951886	TRUE	1	Single	FALSE	6	NA	NA
DMSO-Inter	27.178555915683692	31004	chr9	2958001	3082001	2976217	3057461	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr9-3.0	81244	124000	4.027581044886622e-20	8.590679393599101	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	27.758204316598043	300196	chr6	36670703	37344504	36690909	37243251	bidirectional	2+1-2*	Wei+DKFZ	Dgki	-	462678	RDC-chr6-37.0	552342	673801	1.5949162664299841e-46	5.234753779616866	TRUE	2	Snigle; Largely overlap	FALSE	6	NA	NA
DMSO-Inter	30.42531964831186	43848	chr9	121781252	121992733	121878381	121960308	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr9-121.9	81927	211481	3.4507255120096128e-31	6.839375896215237	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	30.63555483611214	13609	chr2	181855691	182009715	181892405	181956243	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr2-181.9	63838	154024	9.038069118294741e-21	6.3103756112510165	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	33.664479082383316	289279	chr3	88098187	88789825	88143017	88767813	bidirectional	1+3-3*	Wei+DKFZ	NA	NA	NA	RDC-chr3-88.5	624796	691638	3.4963149453135494e-57	4.927973623021184	TRUE	3	Multiple; Largely overlap	FALSE	43	NA	NA
DMSO-Inter	38.70748170722005	33690	chr9	2956001	3086001	2975506	3059822	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr9-3.0	84316	130000	9.280621781307557e-39	12.102452500303729	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	39.091200084917894	345942	chr6	36667611	37329036	36688789	37266137	bidirectional	2+1-2*	Wei	Dgki	-	462678	RDC-chr6-37.0	577348	661425	2.6268188206999486e-74	7.748104187273326	TRUE	2	Snigle; Largely overlap	FALSE	6	NA	NA
DMSO-Inter	40.66857234420171	57146	chr10	81015769	81203769	81053034	81170896	centromeric	0+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr10-81.1	117862	188000	3.2373597647258463e-25	6.231571267896769	FALSE	3	Single; Largely overlap	FALSE	47	NA	NA
DMSO-Inter	45.97545643575693	82989	chr9	121773135	121996972	121824774	121960770	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr9-121.9	135996	223837	7.269149766381091e-39	9.850236204643682	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	50.15200975913788	35523	chr9	2950001	3090001	2975210	3061104	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr9-3.0	85894	140000	1.748598237811875e-34	18.32140207880884	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	52.46535479742443	12838	chr16	92453534	92581534	92489754	92552780	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr16-92.5	63026	128000	2.449231538970135e-31	13.450361908575077	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Inter	59.33742341289241	172123	chr3	88074612	88352385	88136850	88332372	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr3-88.2	195522	277773	4.057457926086608e-83	16.56893861961375	TRUE	3	Multiple; Largely overlap	FALSE	43	NA	NA
DMSO-Inter	154.97190875165367	13548	chr10	81010661	81150661	81053032	81103103	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr10-81.1	50071	140000	3.3840216966674894e-49	17.216040310728534	FALSE	3	Single; Largely overlap	FALSE	47	NA	NA
DMSO-Intra	2.6989757847334337	10776	chr6	87812020	87946020	87856377	87915957	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr6-87.9	59580	134000	0.0022309562762166052	2.5857519788918206	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	2.6989757847334337	46819	chr6	83905726	84177726	84062410	84155902	centromeric	0+1-0*	DKFZ	Dysf	+	169412	RDC-chr6-84.1	93492	272000	1.6890830896281933e-5	2.774915304466131	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	2.7737632289649112	14331	chr15	47943983	48155983	48020636	48070636	centromeric	0+1-0*	Wei+DKFZ	Csmd3	-	212000	RDC-chr15-48.0	50000	212000	0.001184577207156171	2.4913344887348376	FALSE	1	Single	FALSE	0	Left-moving	774761
DMSO-Intra	2.933303307519477	12454	chr6	63396986	63518986	63422127	63488732	centromeric	0+1-0*	DKFZ	Grid2	+	122000	RDC-chr6-63.5	66605	122000	0.03224754446301638	1.8894216008124516	FALSE	1	Twin	FALSE	0	NA	1427110
DMSO-Intra	2.933303307519477	35128	chr6	78449593	78661593	78469691	78526455	centromeric	0+1-0*	DKFZ	NA	NA	NA	RDC-chr6-78.5	56764	212000	3.5071313956702656e-4	2.396761133603239	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	2.9472998846497003	86999	chr6	61501871	61898008	61524091	61863640	telomeric	2+0-0*	Wei	Ccser1	+	396137	RDC-chr6-61.7	339549	396137	2.075804081827897e-15	7.27129802495824	FALSE	1	Twin	FALSE	0	NA	1159848
DMSO-Intra	3.065869521932123	69988	chr5	131708998	131966998	131724826	131903430	combined	0+0-1*	Wei	Auts2	-	258000	RDC-chr5-131.8	178604	258000	5.909634859156691e-11	8.581524482584554	FALSE	1	Multiple	TRUE	3	NA	726884
DMSO-Intra	3.067472388538451	28178	chr6	84563350	84861350	84668170	84745611	centromeric	0+1-1*	Wei+DKFZ	Exoc6b	-	242864	RDC-chr6-84.7	77441	298000	2.104354224262074e-6	2.9475677187547067	FALSE	1	Twin	FALSE	0	Convergent	568782
DMSO-Intra	3.106871384146301	27481	chr15	53168678	53352678	53280634	53330633	centromeric	0+1-0*	Wei+DKFZ	Ext1	-	177505	RDC-chr15-53.3	49999	184000	9.115733858223126e-5	3.2205903073650886	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.126184283593754	18279	chr15	77156492	77356492	77275236	77325236	telomeric	1+0-0*	DKFZ	Rbfox2	-	150596	RDC-chr15-77.3	50000	200000	1.5137184630141493e-4	4.603195680077901	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.1463241517731877	45285	chr6	113073829	113229829	113092034	113213059	telomeric	1+0-0*	DKFZ	NA	NA	NA	RDC-chr6-113.2	121025	156000	0.0033589872991495657	2.2136782010951883	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.1463241517731877	59065	chr6	98902173	99146173	98979805	99044015	telomeric	1+0-1*	DKFZ	Foxp1	-	220831	RDC-chr6-99.0	64210	244000	2.9202115000894213e-5	2.9361397667059497	FALSE	1	Twin	TRUE	2	Convergent	733444
DMSO-Intra	3.226657481847824	15347	chr2	136092489	136216489	136133837	136195241	telomeric	1+0-0*	Wei	Pak7	-	124000	RDC-chr2-136.2	61404	124000	2.636298770459104e-4	7.130320315928039	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.2511592112879932	43993	chr6	84634618	84844618	84674705	84772497	centromeric	0+1-1*	DKFZ	Exoc6b	-	210000	RDC-chr6-84.7	97792	210000	0.0011622177368039888	2.325112486399	FALSE	1	Twin	FALSE	0	Convergent	568782
DMSO-Intra	3.2863784663623345	59520	chr6	63478578	63702578	63511506	63634014	centromeric	0+1-0*	Wei	Grid2	+	224000	RDC-chr6-63.6	122508	224000	4.737795068487976e-11	8.376797850482061	FALSE	1	Twin	FALSE	0	NA	1427110
DMSO-Intra	3.29192029958526	29925	chr15	77150492	77364492	77275236	77325236	telomeric	1+0-0*	Wei+DKFZ	Rbfox2	-	156596	RDC-chr15-77.3	50000	214000	1.407285900771227e-4	3.5929219437707713	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.407679773412062	99637	chr6	80072595	80398595	80221845	80350434	centromeric	0+1-0*	Wei+DKFZ	Lrrtm4	+	326000	RDC-chr6-80.3	128589	326000	3.4087941790019884e-6	2.836882907249734	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.4120200680749626	49952	chr6	86810218	87026218	86851676	86996857	centromeric	0+1-0*	DKFZ	Aak1	+	153745	RDC-chr6-86.9	145181	216000	3.865285100828371e-4	2.427031456849272	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.4120200680749626	83631	chr6	93641028	93893028	93682452	93831152	centromeric	0+1-0*	DKFZ	Magi1	-	217575	RDC-chr6-93.8	148700	252000	1.622074086519415e-4	2.456167641628767	FALSE	1	Single	FALSE	1	NA	661752
DMSO-Intra	3.418058247072531	20716	chr7	134119625	134257625	134161566	134227924	telomeric	1+0-0*	Wei	Adam12	-	105472	RDC-chr7-134.2	66358	138000	2.391445481436602e-6	8.052919183203912	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.4217626556913947	15347	chr2	136092489	136216489	136133837	136195241	telomeric	1+0-0*	Wei+DKFZ	Pak7	-	124000	RDC-chr2-136.2	61404	124000	8.567847794123545e-4	6.6598360655737725	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.4361638502337315	26600	chr7	134116972	134256972	134177924	134227924	telomeric	1+0-0*	Wei+DKFZ	Adam12	-	108125	RDC-chr7-134.2	50000	140000	4.216752825710682e-4	4.154939016217665	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.4361638502337315	116377	chr7	112679948	112942078	112748963	112883186	telomeric	1+0-1*	Wei+DKFZ	Tead1	+	226857	RDC-chr7-112.8	134223	262130	3.734874724833332e-7	4.696151959066377	TRUE	2	Multiple	FALSE	6	NA	NA
DMSO-Intra	3.439975182790678	21449	chr1	50985719	51217719	51124081	51174081	combined	0+0-1*	Wei	Tmeff2	+	201551	RDC-chr1-51.1	50000	232000	1.852192911120658e-9	7.814149947201689	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.4485082940834104	111931	chr6	85944265	86556198	86053431	86468409	telomeric	2+0-1*	DKFZ	NA	NA	NA	RDC-chr6-86.3	414978	611933	1.943338785121483e-7	2.4524813263815757	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.468564218619958	195101	chr18	71376470	71928842	71531745	71867357	bidirectional	1+1-0*	Wei	Dcc	-	552372	RDC-chr18-71.7	335612	552372	9.299451483537041e-14	6.168236968752118	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Intra	3.5162757966497096	140288	chr8	50353741	50785741	50397620	50762216	telomeric	1+0-0*	Wei	1700019L22Rik	-	21226	RDC-chr8-50.6	364596	432000	1.0174784785229104e-13	8.049242424242424	TRUE	2	Single	FALSE	0	multiple	981016
DMSO-Intra	3.529209419404629	10008	chr6	61475871	61627871	61524755	61584797	telomeric	1+0-0*	Wei+DKFZ	Ccser1	+	152000	RDC-chr6-61.6	60042	152000	0.002383209173786637	2.3104322433655295	FALSE	1	Twin	FALSE	0	NA	1159848
DMSO-Intra	3.53748114249953	21449	chr1	50985719	51219719	51124081	51174081	combined	0+0-1*	Wei+DKFZ	Tmeff2	+	201551	RDC-chr1-51.1	50000	234000	7.61018248325842e-9	7.867318732723793	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.5444470109049475	71576	chr15	58930810	59122810	58996885	59088695	bidirectional	1+1-1*	DKFZ	Mtss1	-	140925	RDC-chr15-59.0	91810	192000	2.6701137825721634e-5	5.924630924630926	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.545102735472043	67605	chr6	80093688	80373688	80239381	80352488	centromeric	0+1-0*	Wei	Lrrtm4	+	280000	RDC-chr6-80.3	113107	280000	5.727922227702349e-12	7.848687596500257	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.6329448249165046	19273	chr2	162265606	162439606	162283179	162348878	telomeric	1+0-0*	Wei	Ptprt	-	174000	RDC-chr2-162.3	65699	174000	2.941749395935857e-4	5.900520905361175	FALSE	1	Twin	FALSE	0	NA	NA
DMSO-Intra	3.6476391413967666	202072	chr18	71374470	71930842	71531745	71867357	bidirectional	1+1-1*	Wei+DKFZ	Dcc	-	556372	RDC-chr18-71.7	335612	556372	6.2795667605522795e-12	6.038086391082211	TRUE	1	Twin	FALSE	0	NA	NA
DMSO-Intra	3.7021397557735285	71576	chr15	58930810	59122810	58996885	59088695	bidirectional	1+1-1*	Wei+DKFZ	Mtss1	-	140925	RDC-chr15-59.0	91810	192000	2.3691822512140056e-6	4.699610163484799	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.739047068084866	66430	chr6	28706807	28920807	28805064	28903270	telomeric	1+0-0*	Wei+DKFZ	Snd1	+	214000	RDC-chr6-28.9	98206	214000	2.59425832855535e-4	2.503029983664436	FALSE	1	Single	FALSE	0	NA	316000
DMSO-Intra	3.7521705160662693	50928	chr6	94578323	94744323	94603410	94708853	bidirectional	1+1-1*	Wei+DKFZ	Slc25a26	+	26336	RDC-chr6-94.7	105443	166000	1.0289917138633111e-5	3.207540994337708	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.7521705160662693	102256	chr6	93643028	93911028	93680735	93833119	centromeric	0+1-1*	Wei+DKFZ	Magi1	-	235575	RDC-chr6-93.8	152384	268000	1.4836751495207102e-6	2.964856922919468	TRUE	1	Single	FALSE	1	NA	661752
DMSO-Intra	3.7521705160662693	225309	chr6	82979842	83590524	83028193	83477968	bidirectional	1+2-1*	Wei+DKFZ	NA	NA	NA	RDC-chr6-83.3	449775	610682	1.3617483348360963e-12	3.088904048604349	TRUE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.756119158363675	16836	chr6	121029659	121157659	121057774	121132381	telomeric	1+0-0*	DKFZ	Mical3	-	128000	RDC-chr6-121.1	74607	128000	0.006304923955884171	2.3051131601005865	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.756119158363675	22429	chr6	114848620	114963159	114870184	114939643	telomeric	1+0-1*	DKFZ	Atg7	+	11994	RDC-chr6-114.9	69459	114539	0.00241130945952856	2.4424466039598816	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.756119158363675	35560	chr6	118959308	119153308	119022444	119132721	telomeric	1+0-0*	DKFZ	Cacna1c	-	194000	RDC-chr6-119.1	110277	194000	8.556923498074344e-4	2.4782156847070107	FALSE	1	Twin	FALSE	0	Convergent	587550
DMSO-Intra	3.756119158363675	106071	chr6	28721189	28927189	28745594	28907668	telomeric	1+0-0*	DKFZ	Snd1	+	206000	RDC-chr6-28.8	162074	206000	7.383969827399101e-4	2.319239892317692	TRUE	1	Single	FALSE	0	NA	316000
DMSO-Intra	3.814981402737532	18900	chr17	13714171	13926171	13752840	13806851	telomeric	1+0-1*	Wei+DKFZ	Mllt4	+	145257	RDC-chr17-13.8	54011	212000	0.002149850444686306	2.472547451094466	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.8469010223318296	13946	chr7	117538184	117680184	117596217	117653272	telomeric	1+0-0*	Wei	Xylt1	+	129446	RDC-chr7-117.6	57055	142000	1.6785867616076833e-6	8.549365692222835	FALSE	NA	NA	NA	NA	NA	NA
DMSO-Intra	3.8518362512235056	142828	chr7	101964713	102303142	101989020	102240804	centromeric	0+1-1*	Wei+DKFZ	Stim1	+	41628	RDC-chr7-102.1	251784	338429	1.2312730441650388e-9	5.4245283018867925	TRUE	2	Single	FALSE	4	NA	NA
